Reallohn 2014,Reallohn 2015,Reallohn 2015 NB
277.2392120075047,288.63423760523847,269.0795135640786
163.42964352720452,192.422825070159,162.38072965388213
57.24202626641651,65.20112254443403,49.68942937324602
